Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,1194,1194,0,160,1034,50,50,NA,12,38,85,85,NA,21,64,93,93,NA,8,85,242,242,NA,42,200,88,88,NA,NA,88,120,120,NA,0,120,140,140,NA,NA,140,72,72,NA,0,72,90,90,NA,0,90,26,26,0,NA,26,111,111,NA,NA,111,77,77,NA,77,NA
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,6034,6034,0,1499,4535,747,747,NA,164,583,490,490,NA,100,390,418,418,NA,51,367,349,349,NA,60,289,656,656,NA,NA,656,280,280,NA,22,258,484,484,NA,NA,484,566,566,NA,57,509,328,328,NA,15,313,114,114,0,NA,114,572,572,NA,NA,572,1030,1030,NA,1030,NA
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,6513,6513,0,1692,4821,884,884,NA,186,698,502,502,NA,87,415,444,444,NA,56,388,355,355,NA,80,275,760,760,NA,NA,760,276,276,NA,15,261,476,476,NA,NA,476,721,721,NA,55,666,360,360,NA,22,338,98,98,0,NA,98,446,446,NA,NA,446,1191,1191,NA,1191,NA
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,2015,2015,0,488,1527,206,206,NA,20,186,218,218,NA,60,158,139,139,NA,15,124,141,141,NA,2,139,196,196,NA,NA,196,96,96,NA,4,92,133,133,NA,NA,133,220,220,NA,60,160,161,161,NA,23,138,66,66,0,NA,66,135,135,NA,NA,135,304,304,NA,304,NA
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,2006,2006,0,486,1520,206,206,NA,20,186,218,218,NA,60,158,138,138,NA,15,123,141,141,NA,2,139,200,200,NA,NA,200,96,96,NA,4,92,133,133,NA,NA,133,220,220,NA,60,160,151,151,NA,23,128,66,66,0,NA,66,135,135,NA,NA,135,302,302,NA,302,NA
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,1711,1711,0,194,1517,178,178,NA,0,178,158,158,NA,0,158,122,122,NA,0,122,139,139,NA,0,139,194,194,NA,NA,194,90,90,NA,0,90,144,144,NA,NA,144,160,160,NA,0,160,128,128,NA,0,128,64,64,0,NA,64,140,140,NA,NA,140,194,194,NA,194,NA
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,6661,6627,34,1869,4792,533,533,NA,64,469,572,572,NA,134,438,341,341,NA,43,298,498,498,NA,17,481,762,762,NA,NA,762,305,305,NA,60,245,441,441,NA,NA,441,679,679,NA,73,606,440,440,NA,29,411,226,192,34,NA,226,415,415,NA,NA,415,1449,1449,NA,1449,NA
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,2450,2426,24,456,1994,141,141,NA,76,65,110,110,NA,0,110,173,173,NA,10,163,139,139,NA,0,139,255,255,NA,NA,255,283,283,NA,50,233,253,253,NA,NA,253,510,510,NA,44,466,124,124,NA,11,113,39,15,24,NA,39,158,158,NA,NA,158,265,265,NA,265,NA
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,2273,2273,0,780,1493,166,166,NA,68,98,24,24,NA,0,24,165,165,NA,9,156,128,128,NA,0,128,186,186,NA,NA,186,176,176,NA,49,127,156,156,NA,NA,156,399,399,NA,0,399,117,117,NA,6,111,19,19,0,NA,19,89,89,NA,NA,89,648,648,NA,648,NA
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,79,79,NA,0,79,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,NA,0,71,71,NA,NA,71,0,0,NA,0,0,0,0,NA,NA,0,6,6,NA,NA,6,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,33,33,0,26,7,0,0,NA,0,0,0,0,NA,0,0,10,10,NA,10,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,7,7,NA,0,7,0,0,0,NA,0,0,0,NA,NA,0,16,16,NA,16,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,599,599,0,0,599,3,3,NA,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,10,10,NA,0,10,0,0,0,NA,0,586,586,NA,NA,586,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,30,30,0,12,18,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,18,18,NA,NA,18,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,12,12,NA,12,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,17,17,0,8,9,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,9,9,NA,NA,9,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,8,8,NA,8,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,27571,27571,NA,2444,25127,2430,2430,NA,190,2240,2865,2865,NA,221,2644,2187,2187,NA,488,1699,3721,3721,NA,330,3391,4319,4319,NA,NA,4319,1571,1571,NA,363,1208,2013,2013,NA,NA,2013,3204,3204,NA,510,2694,1612,1612,NA,342,1270,1265,1265,NA,NA,1265,2384,2384,NA,NA,2384,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,3478,3478,NA,0,3478,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,3234,3234,NA,0,3234,15,15,NA,NA,15,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,229,229,NA,0,229,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,780,780,NA,60,720,44,44,NA,14,30,66,66,NA,35,31,17,17,NA,0,17,6,6,NA,0,6,166,166,NA,NA,166,0,0,NA,0,0,19,19,NA,NA,19,15,15,NA,0,15,379,379,NA,0,379,2,2,NA,NA,2,55,55,NA,NA,55,11,11,NA,11,NA
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,527,527,NA,56,471,35,35,NA,16,19,54,54,NA,30,24,0,0,NA,0,0,0,0,NA,0,0,145,145,NA,NA,145,0,0,NA,0,0,21,21,NA,NA,21,27,27,NA,0,27,214,214,NA,0,214,1,1,NA,NA,1,20,20,NA,NA,20,10,10,NA,10,NA
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,414,414,NA,46,368,25,25,NA,0,25,50,50,NA,35,15,0,0,NA,0,0,6,6,NA,0,6,76,76,NA,NA,76,0,0,NA,0,0,7,7,NA,NA,7,15,15,NA,0,15,167,167,NA,0,167,2,2,NA,NA,2,55,55,NA,NA,55,11,11,NA,11,NA
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,251,251,NA,40,211,15,15,NA,0,15,40,40,NA,30,10,0,0,NA,0,0,0,0,NA,0,0,65,65,NA,NA,65,0,0,NA,0,0,11,11,NA,NA,11,27,27,NA,0,27,62,62,NA,0,62,1,1,NA,NA,1,20,20,NA,NA,20,10,10,NA,10,NA
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,672,672,NA,60,612,44,44,NA,14,30,66,66,NA,35,31,17,17,NA,0,17,6,6,NA,0,6,70,70,NA,NA,70,0,0,NA,0,0,7,7,NA,NA,7,15,15,NA,0,15,379,379,NA,0,379,2,2,NA,NA,2,55,55,NA,NA,55,11,11,NA,11,NA
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,433,433,NA,56,377,35,35,NA,16,19,55,55,NA,30,25,0,0,NA,0,0,0,0,NA,0,0,60,60,NA,NA,60,0,0,NA,0,0,11,11,NA,NA,11,27,27,NA,0,27,214,214,NA,0,214,1,1,NA,NA,1,20,20,NA,NA,20,10,10,NA,10,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,143,143,NA,36,107,18,18,NA,5,13,8,8,NA,6,2,16,16,NA,0,16,23,23,NA,6,17,35,35,NA,NA,35,4,4,NA,0,4,6,6,NA,NA,6,0,0,NA,0,0,8,8,NA,3,5,3,3,NA,NA,3,6,6,NA,NA,6,16,16,NA,16,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,28,28,NA,16,12,0,0,NA,0,0,12,12,NA,12,0,0,0,NA,0,0,3,3,NA,0,3,3,3,NA,NA,3,2,2,NA,0,2,1,1,NA,NA,1,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,NA,0,2,2,NA,NA,2,4,4,NA,4,NA
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,1325,1325,NA,204,1121,6,6,NA,0,6,743,743,NA,25,718,4,4,NA,3,1,181,181,NA,176,5,238,238,NA,NA,238,7,7,NA,0,7,44,44,NA,NA,44,10,10,NA,0,10,15,15,NA,0,15,61,61,NA,NA,61,16,16,NA,NA,16,0,0,NA,0,NA
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,314,314,NA,57,257,2,2,NA,0,2,24,24,NA,20,4,1,1,NA,0,1,62,62,NA,36,26,42,42,NA,NA,42,24,24,NA,0,24,50,50,NA,NA,50,19,19,NA,0,19,5,5,NA,0,5,56,56,NA,NA,56,28,28,NA,NA,28,1,1,NA,1,NA
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,12,12,NA,0,12,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,8,8,NA,NA,8,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,2,2,NA,0,2,0,0,NA,NA,0,2,2,NA,NA,2,0,0,NA,0,NA
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,3078,3078,NA,875,2203,10,10,NA,0,10,3,3,NA,0,3,113,113,NA,100,13,549,549,NA,349,200,798,798,NA,NA,798,258,258,NA,0,258,747,747,NA,NA,747,66,66,NA,0,66,496,496,NA,426,70,4,4,NA,NA,4,34,34,NA,NA,34,0,0,NA,0,NA
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,1133,1133,NA,549,584,50,50,NA,48,2,134,134,NA,134,0,136,136,NA,121,15,0,0,NA,0,0,332,332,NA,NA,332,32,32,NA,25,7,218,218,NA,NA,218,103,103,NA,103,0,115,115,NA,115,0,2,2,NA,NA,2,8,8,NA,NA,8,3,3,NA,3,NA
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,1,1,NA,0,1,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,222007,222007,NA,53891,168116,18703,18703,NA,7232,11471,15905,15905,NA,4065,11840,9399,9399,NA,4503,4896,25578,25578,NA,4094,21484,25357,25357,NA,NA,25357,12470,12470,NA,3343,9127,30198,30198,NA,NA,30198,39159,39159,NA,19315,19844,11677,11677,NA,3996,7681,11419,11419,NA,NA,11419,14799,14799,NA,NA,14799,7343,7343,NA,7343,NA
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,7544,7544,NA,4856,2688,685,685,NA,685,0,497,497,NA,0,497,1274,1274,NA,1274,0,867,867,NA,867,0,1382,1382,NA,NA,1382,1048,1048,NA,1048,0,562,562,NA,NA,562,858,858,NA,620,238,362,362,NA,362,0,0,0,NA,NA,0,9,9,NA,NA,9,0,0,NA,0,NA
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,709,709,NA,190,519,85,85,NA,58,27,21,21,NA,12,9,39,39,NA,32,7,18,18,NA,8,10,65,65,NA,NA,65,17,17,NA,6,11,70,70,NA,NA,70,114,114,NA,60,54,60,60,NA,7,53,20,20,NA,NA,20,193,193,NA,NA,193,7,7,NA,7,NA
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,3038,3038,NA,1008,2030,398,398,NA,211,187,472,472,NA,157,315,171,171,NA,98,73,235,235,NA,72,163,339,339,NA,NA,339,57,57,NA,2,55,162,162,NA,NA,162,620,620,NA,367,253,213,213,NA,44,169,90,90,NA,NA,90,224,224,NA,NA,224,57,57,NA,57,NA
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,668,668,NA,167,501,61,61,NA,47,14,9,9,NA,0,9,27,27,NA,20,7,33,33,NA,9,24,68,68,NA,NA,68,18,18,NA,1,17,64,64,NA,NA,64,105,105,NA,59,46,58,58,NA,6,52,12,12,NA,NA,12,188,188,NA,NA,188,25,25,NA,25,NA
