Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,30944,30805,139,6699,24245,2449,2449,NA,227,2222,2956,2956,NA,481,2475,1947,1947,NA,203,1744,2651,2651,NA,147,2504,3432,3432,NA,NA,3432,1606,1606,NA,156,1450,2352,2352,NA,NA,2352,3459,3459,NA,586,2873,2277,2277,NA,148,2129,1168,1029,139,0,1168,1896,1896,NA,NA,1896,4751,4751,NA,4751,NA
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,32614,32481,133,7417,25197,2704,2704,NA,476,2228,2994,2994,NA,481,2513,2015,2015,NA,203,1812,2651,2651,NA,147,2504,3406,3406,NA,NA,3406,1683,1683,NA,183,1500,2360,2360,NA,NA,2360,3644,3644,NA,680,2964,2526,2526,NA,163,2363,1136,1003,133,0,1136,2411,2411,NA,NA,2411,5084,5084,NA,5084,NA
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,1112,1112,0,573,539,39,39,NA,0,39,31,31,NA,0,31,11,11,NA,0,11,0,0,NA,0,0,98,98,NA,NA,98,39,39,NA,0,39,139,139,NA,NA,139,73,73,NA,0,73,109,109,NA,0,109,0,0,0,0,0,0,0,NA,NA,0,573,573,NA,573,NA
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,122,122,0,0,122,4,4,NA,0,4,37,37,NA,0,37,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,40,40,NA,0,40,19,19,NA,NA,19,18,18,NA,0,18,0,0,NA,0,0,0,0,0,0,0,4,4,NA,NA,4,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,11533,11522,11,2786,8747,988,988,NA,116,872,1274,1274,NA,417,857,737,737,NA,64,673,883,883,NA,156,727,1260,1260,NA,NA,1260,708,708,NA,0,708,1275,1275,NA,NA,1275,987,987,NA,175,812,504,504,NA,15,489,351,340,11,0,351,723,723,NA,NA,723,1843,1843,NA,1843,NA
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,32798,32764,34,8669,24129,3481,3481,NA,960,2521,3652,3652,NA,735,2917,2171,2171,NA,271,1900,2179,2179,NA,250,1929,3797,3797,NA,NA,3797,1424,1424,NA,117,1307,2555,2555,NA,NA,2555,3112,3112,NA,518,2594,1656,1656,NA,113,1543,670,636,34,16,654,2412,2412,NA,NA,2412,5689,5689,NA,5689,NA
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,36686,36654,32,10648,26038,3728,3728,NA,1084,2644,4059,4059,NA,845,3214,2189,2189,NA,288,1901,2518,2518,NA,350,2168,3765,3765,NA,NA,3765,1878,1878,NA,102,1776,2688,2688,NA,NA,2688,4750,4750,NA,1446,3304,1645,1645,NA,88,1557,751,719,32,29,722,2299,2299,NA,NA,2299,6416,6416,NA,6416,NA
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,2,2,0,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,1,1,0,0,1,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,12227,12227,0,3073,9154,1221,1221,NA,120,1101,1380,1380,NA,420,960,816,816,NA,90,726,854,854,NA,12,842,1218,1218,NA,NA,1218,600,600,NA,42,558,788,788,NA,NA,788,1314,1314,NA,364,950,928,928,NA,135,793,415,415,0,9,406,812,812,NA,NA,812,1881,1881,NA,1881,NA
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,12155,12155,0,3020,9135,1221,1221,NA,120,1101,1380,1380,NA,420,960,814,814,NA,90,724,854,854,NA,12,842,1221,1221,NA,NA,1221,593,593,NA,42,551,791,791,NA,NA,791,1314,1314,NA,364,950,916,916,NA,135,781,409,409,0,6,403,811,811,NA,NA,811,1831,1831,NA,1831,NA
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,10291,10291,0,1181,9110,1079,1079,NA,0,1079,969,969,NA,0,969,715,715,NA,0,715,842,842,NA,0,842,1187,1187,NA,NA,1187,540,540,NA,0,540,852,852,NA,NA,852,950,950,NA,0,950,778,778,NA,0,778,376,376,0,0,376,822,822,NA,NA,822,1181,1181,NA,1181,NA
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,38114,37957,157,11231,26883,3051,3051,NA,404,2647,3261,3261,NA,949,2312,2102,2102,NA,220,1882,2805,2805,NA,102,2703,4250,4250,NA,NA,4250,1950,1950,NA,385,1565,2473,2473,NA,NA,2473,3622,3622,NA,567,3055,2628,2628,NA,164,2464,1260,1103,157,14,1246,2286,2286,NA,NA,2286,8426,8426,NA,8426,NA
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,16371,16287,84,4581,11790,702,702,NA,334,368,1161,1161,NA,216,945,1263,1263,NA,247,1016,886,886,NA,23,863,1406,1406,NA,NA,1406,1324,1324,NA,303,1021,1633,1633,NA,NA,1633,2694,2694,NA,393,2301,922,922,NA,95,827,404,320,84,1,403,1007,1007,NA,NA,1007,2969,2969,NA,2969,NA
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,13956,13956,0,4255,9701,696,696,NA,304,392,394,394,NA,0,394,1042,1042,NA,234,808,1407,1407,NA,0,1407,1208,1208,NA,NA,1208,968,968,NA,282,686,1136,1136,NA,NA,1136,2375,2375,NA,211,2164,742,742,NA,29,713,358,358,0,3,355,438,438,NA,NA,438,3192,3192,NA,3192,NA
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,248,248,NA,11,237,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,41,41,NA,NA,41,2,2,NA,0,2,30,30,NA,NA,30,134,134,NA,NA,134,11,11,NA,11,0,0,0,NA,0,0,20,20,NA,NA,20,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,42107,42107,0,188,41919,1171,1171,NA,0,1171,2013,2013,NA,0,2013,2323,2323,NA,55,2268,3039,3039,NA,0,3039,2369,2369,NA,NA,2369,4095,4095,NA,0,4095,5092,5092,NA,NA,5092,12448,12448,NA,0,12448,1965,1965,NA,0,1965,3652,3652,0,25,3627,3832,3832,NA,NA,3832,108,108,NA,108,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,3668,3668,0,51,3617,3,3,NA,0,3,11,11,NA,0,11,5,5,NA,0,5,0,0,NA,0,0,493,493,NA,NA,493,1432,1432,NA,0,1432,2,2,NA,NA,2,5,5,NA,0,5,893,893,NA,0,893,192,192,0,5,187,586,586,NA,NA,586,46,46,NA,46,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,101,101,0,0,101,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,101,101,0,0,101,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,26,26,0,0,26,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,26,26,0,0,26,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,58,58,0,0,58,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,58,58,0,0,58,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,17,17,0,0,17,4,4,NA,0,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,13,13,0,0,13,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,4,4,0,0,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,4,4,0,0,4,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,8,8,0,3,5,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,2,2,0,0,2,0,0,NA,NA,0,3,3,NA,3,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,214,214,0,99,115,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,0,0,26,26,NA,NA,26,1,1,NA,0,1,0,0,NA,0,0,95,95,0,13,82,0,0,NA,NA,0,86,86,NA,86,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,100,100,0,51,49,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,15,15,NA,NA,15,0,0,NA,0,0,0,0,NA,0,0,34,34,0,0,34,0,0,NA,NA,0,51,51,NA,51,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,95,95,0,0,95,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,0,0,90,90,0,0,90,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,59,59,0,6,53,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,58,58,0,5,53,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,152374,152374,NA,14132,138242,13294,13294,NA,1140,12154,15696,15696,NA,1372,14324,11092,11092,NA,2903,8189,19046,19046,NA,1884,17162,25209,25209,NA,NA,25209,9018,9018,NA,1931,7087,11334,11334,NA,NA,11334,17413,17413,NA,2938,14475,10022,10022,NA,1927,8095,8413,8413,NA,37,8376,11837,11837,NA,NA,11837,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,6,6,NA,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,1,1,NA,0,1,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,0,2,1,1,NA,NA,1,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,10668,10668,NA,0,10668,0,0,NA,0,0,0,0,NA,0,0,120,120,NA,0,120,8273,8273,NA,0,8273,25,25,NA,NA,25,0,0,NA,0,0,2,2,NA,NA,2,340,340,NA,0,340,1216,1216,NA,0,1216,62,62,NA,NA,62,630,630,NA,NA,630,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,59,59,NA,0,59,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,42,42,NA,NA,42,0,0,NA,0,0,0,0,NA,0,0,16,16,NA,NA,16,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,166,166,NA,0,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,166,166,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,2,2,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,7362,7362,NA,199,7163,198,198,NA,48,150,332,332,NA,126,206,143,143,NA,0,143,212,212,NA,0,212,894,894,NA,NA,894,0,0,NA,0,0,951,951,NA,NA,951,1741,1741,NA,0,1741,2192,2192,NA,0,2192,416,416,NA,NA,416,258,258,NA,NA,258,25,25,NA,25,NA
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,5386,5386,NA,179,5207,102,102,NA,41,61,270,270,NA,118,152,146,146,NA,0,146,138,138,NA,0,138,845,845,NA,NA,845,0,0,NA,0,0,731,731,NA,NA,731,1819,1819,NA,0,1819,881,881,NA,0,881,393,393,NA,NA,393,41,41,NA,NA,41,20,20,NA,20,NA
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,4558,4558,NA,149,4409,63,63,NA,0,63,278,278,NA,126,152,90,90,NA,0,90,132,132,NA,0,132,314,314,NA,NA,314,0,0,NA,0,0,345,345,NA,NA,345,1677,1677,NA,0,1677,971,971,NA,0,971,407,407,NA,NA,407,258,258,NA,NA,258,23,23,NA,23,NA
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,3210,3210,NA,138,3072,52,52,NA,0,52,224,224,NA,118,106,104,104,NA,0,104,67,67,NA,0,67,262,262,NA,NA,262,0,0,NA,0,0,94,94,NA,NA,94,1754,1754,NA,0,1754,206,206,NA,0,206,386,386,NA,NA,386,41,41,NA,NA,41,20,20,NA,20,NA
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,5779,5779,NA,182,5597,145,145,NA,33,112,351,351,NA,126,225,117,117,NA,0,117,145,145,NA,0,145,580,580,NA,NA,580,0,0,NA,0,0,94,94,NA,NA,94,1704,1704,NA,0,1704,2177,2177,NA,0,2177,185,185,NA,NA,185,258,258,NA,NA,258,23,23,NA,23,NA
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,4025,4025,NA,179,3846,102,102,NA,41,61,287,287,NA,118,169,116,116,NA,0,116,67,67,NA,0,67,557,557,NA,NA,557,0,0,NA,0,0,55,55,NA,NA,55,1768,1768,NA,0,1768,893,893,NA,0,893,119,119,NA,NA,119,41,41,NA,NA,41,20,20,NA,20,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,861,861,NA,157,704,54,54,NA,12,42,81,81,NA,33,48,62,62,NA,0,62,131,131,NA,16,115,119,119,NA,NA,119,59,59,NA,11,48,95,95,NA,NA,95,9,9,NA,0,9,37,37,NA,15,22,79,79,NA,13,66,78,78,NA,NA,78,57,57,NA,57,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,223,223,NA,50,173,5,5,NA,0,5,53,53,NA,39,14,1,1,NA,0,1,7,7,NA,0,7,31,31,NA,NA,31,20,20,NA,0,20,16,16,NA,NA,16,8,8,NA,0,8,11,11,NA,0,11,43,43,NA,0,43,17,17,NA,NA,17,11,11,NA,11,NA
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,6969,6969,NA,1248,5721,126,126,NA,0,126,1676,1676,NA,184,1492,16,16,NA,3,13,1054,1054,NA,978,76,632,632,NA,NA,632,25,25,NA,0,25,186,186,NA,NA,186,95,95,NA,0,95,89,89,NA,10,79,3023,3023,NA,73,2950,47,47,NA,NA,47,0,0,NA,0,NA
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,5836,5836,NA,475,5361,61,61,NA,0,61,175,175,NA,136,39,14,14,NA,2,12,308,308,NA,188,120,261,261,NA,NA,261,84,84,NA,0,84,268,268,NA,NA,268,138,138,NA,0,138,66,66,NA,6,60,4343,4343,NA,142,4201,117,117,NA,NA,117,1,1,NA,1,NA
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,21,21,NA,5,16,6,6,NA,0,6,0,0,NA,0,0,5,5,NA,5,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,5,5,NA,0,5,3,3,NA,0,3,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,81,81,NA,6,75,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,35,35,NA,NA,35,0,0,NA,0,0,13,13,NA,NA,13,4,4,NA,0,4,23,23,NA,6,17,1,1,NA,0,1,3,3,NA,NA,3,0,0,NA,0,NA
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,3370,3370,NA,0,3370,7,7,NA,0,7,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,5,5,NA,NA,5,9,9,NA,0,9,10,10,NA,0,10,3338,3338,NA,0,3338,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,523,523,NA,2,521,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,2,2,NA,NA,2,1,1,NA,0,1,8,8,NA,NA,8,68,68,NA,0,68,0,0,NA,0,0,426,426,NA,1,425,17,17,NA,NA,17,0,0,NA,0,NA
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,21380,21380,NA,4453,16927,549,549,NA,0,549,62,62,NA,0,62,522,522,NA,331,191,3348,3348,NA,2124,1224,6556,6556,NA,NA,6556,800,800,NA,0,800,3423,3423,NA,NA,3423,453,453,NA,0,453,2516,2516,NA,1997,519,2946,2946,NA,1,2945,205,205,NA,NA,205,0,0,NA,0,NA
