Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,72656,72147,509,19084,53572,6281,6281,NA,1262,5019,6764,6764,NA,1780,4984,4339,4339,NA,452,3887,5707,5707,NA,391,5316,7850,7850,NA,NA,7850,3378,3378,NA,318,3060,4700,4700,NA,NA,4700,8139,8139,NA,1947,6192,5262,5262,NA,365,4897,2784,2275,509,28,2756,4911,4911,NA,NA,4911,12541,12541,NA,12541,NA
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,73566,73034,532,19387,54179,6064,6064,NA,1019,5045,6841,6841,NA,1826,5015,4327,4327,NA,461,3866,5623,5623,NA,307,5316,8417,8417,NA,NA,8417,3470,3470,NA,316,3154,4897,4897,NA,NA,4897,7525,7525,NA,1193,6332,5370,5370,NA,386,4984,2849,2317,532,27,2822,4331,4331,NA,NA,4331,13852,13852,NA,13852,NA
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,75379,74855,524,20434,54945,6319,6319,NA,1268,5051,6870,6870,NA,1826,5044,4405,4405,NA,461,3944,5617,5617,NA,301,5316,8290,8290,NA,NA,8290,3551,3551,NA,342,3209,4869,4869,NA,NA,4869,8381,8381,NA,1947,6434,5538,5538,NA,399,5139,2827,2303,524,39,2788,4861,4861,NA,NA,4861,13851,13851,NA,13851,NA
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,1977,1977,0,918,1059,47,47,NA,0,47,50,50,NA,0,50,12,12,NA,0,12,0,0,NA,0,0,279,279,NA,NA,279,105,105,NA,0,105,223,223,NA,NA,223,146,146,NA,0,146,197,197,NA,0,197,0,0,0,0,0,0,0,NA,NA,0,918,918,NA,918,NA
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,294,260,34,0,294,4,4,NA,0,4,47,47,NA,0,47,23,23,NA,0,23,0,0,NA,0,0,17,17,NA,NA,17,45,45,NA,0,45,19,19,NA,NA,19,71,71,NA,0,71,20,20,NA,0,20,34,0,34,0,34,14,14,NA,NA,14,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,50784,50517,267,12079,38705,4240,4240,NA,552,3688,5352,5352,NA,1262,4090,2813,2813,NA,191,2622,4986,4986,NA,353,4633,4937,4937,NA,NA,4937,2678,2678,NA,0,2678,3549,3549,NA,NA,3549,4134,4134,NA,695,3439,3268,3268,NA,47,3221,2056,1789,267,8,2048,3800,3800,NA,NA,3800,8971,8971,NA,8971,NA
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,74937,74470,467,18607,56330,6843,6843,NA,1938,4905,7782,7782,NA,1989,5793,4469,4469,NA,566,3903,6565,6565,NA,557,6008,7539,7539,NA,NA,7539,3536,3536,NA,233,3303,5483,5483,NA,NA,5483,7320,7320,NA,1067,6253,4984,4984,NA,350,4634,2666,2199,467,69,2597,5912,5912,NA,NA,5912,11838,11838,NA,11838,NA
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,79419,79083,336,20672,58747,7449,7449,NA,2198,5251,8269,8269,NA,1863,6406,4317,4317,NA,556,3761,6463,6463,NA,703,5760,8037,8037,NA,NA,8037,3598,3598,NA,224,3374,5608,5608,NA,NA,5608,9458,9458,NA,2038,7420,4940,4940,NA,277,4663,2648,2312,336,126,2522,5945,5945,NA,NA,5945,12687,12687,NA,12687,NA
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,4,4,0,1,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,1,0,0,1,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,19,19,0,2,17,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,0,0,0,0,NA,0,0,6,6,0,2,4,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,24788,24784,4,6301,18487,2458,2458,NA,240,2218,2796,2796,NA,880,1916,1641,1641,NA,180,1461,1696,1696,NA,24,1672,2455,2455,NA,NA,2455,1236,1236,NA,80,1156,1591,1591,NA,NA,1591,2675,2675,NA,730,1945,1842,1842,NA,261,1581,864,860,4,34,830,1662,1662,NA,NA,1662,3872,3872,NA,3872,NA
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,24653,24649,4,6215,18438,2458,2458,NA,240,2218,2791,2791,NA,880,1911,1639,1639,NA,180,1459,1696,1696,NA,24,1672,2437,2437,NA,NA,2437,1229,1229,NA,80,1149,1593,1593,NA,NA,1593,2675,2675,NA,730,1945,1830,1830,NA,261,1569,853,849,4,28,825,1660,1660,NA,NA,1660,3792,3792,NA,3792,NA
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,20969,20969,0,2583,18386,2184,2184,NA,0,2184,1925,1925,NA,0,1925,1441,1441,NA,0,1441,1672,1672,NA,0,1672,2377,2377,NA,NA,2377,1143,1143,NA,0,1143,1699,1699,NA,NA,1699,2004,2004,NA,56,1948,1566,1566,NA,0,1566,756,756,0,0,756,1675,1675,NA,NA,1675,2527,2527,NA,2527,NA
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,77550,77130,420,22276,55274,6165,6165,NA,798,5367,6719,6719,NA,2069,4650,4357,4357,NA,504,3853,5522,5522,NA,241,5281,8779,8779,NA,NA,8779,3819,3819,NA,701,3118,4886,4886,NA,NA,4886,7710,7710,NA,1385,6325,5538,5538,NA,356,5182,2656,2236,420,44,2612,5221,5221,NA,NA,5221,16178,16178,NA,16178,NA
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,51196,50788,408,12158,39038,3521,3521,NA,758,2763,4531,4531,NA,1286,3245,4012,4012,NA,503,3509,3586,3586,NA,267,3319,4440,4440,NA,NA,4440,2908,2908,NA,603,2305,3947,3947,NA,NA,3947,6314,6314,NA,429,5885,3674,3674,NA,169,3505,1702,1294,408,19,1683,4437,4437,NA,NA,4437,8124,8124,NA,8124,NA
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,52006,51708,298,12665,39341,3323,3323,NA,588,2735,3241,3241,NA,79,3162,3866,3866,NA,501,3365,3651,3651,NA,0,3651,4100,4100,NA,NA,4100,2260,2260,NA,543,1717,3333,3333,NA,NA,3333,6670,6670,NA,697,5973,4880,4880,NA,74,4806,1657,1359,298,17,1640,4859,4859,NA,NA,4859,10166,10166,NA,10166,NA
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,531,531,NA,34,497,46,46,NA,0,46,5,5,NA,0,5,0,0,NA,NA,0,0,0,NA,0,0,46,46,NA,NA,46,2,2,NA,0,2,35,35,NA,NA,35,277,277,NA,NA,277,24,24,NA,11,13,28,28,NA,23,5,68,68,NA,NA,68,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,90138,90138,0,1891,88247,2478,2478,NA,0,2478,6313,6313,NA,0,6313,5864,5864,NA,1399,4465,12111,12111,NA,0,12111,4601,4601,NA,NA,4601,4795,4795,NA,0,4795,10739,10739,NA,NA,10739,21958,21958,NA,0,21958,11463,11463,NA,100,11363,3725,3725,0,94,3631,5793,5793,NA,NA,5793,298,298,NA,298,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,7555,5610,1945,51,7504,8,8,NA,0,8,90,90,NA,0,90,5,5,NA,0,5,0,0,NA,0,0,975,975,NA,NA,975,1434,1434,NA,0,1434,31,31,NA,NA,31,7,7,NA,0,7,1530,1530,NA,0,1530,2833,888,1945,5,2828,596,596,NA,NA,596,46,46,NA,46,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,425,425,0,10,415,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,NA,0,3,3,NA,0,3,0,0,NA,NA,0,6,6,NA,6,0,0,0,NA,0,0,412,412,0,4,408,2,2,NA,NA,2,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,109,108,1,0,109,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,15,15,NA,0,15,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,94,93,1,0,94,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,164,164,0,2,162,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,164,164,0,2,162,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,55,55,0,0,55,6,6,NA,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,5,5,NA,0,5,0,0,NA,0,0,43,43,0,0,43,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,10,10,0,0,10,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,8,8,0,0,8,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,65,64,1,5,60,5,5,NA,0,5,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,NA,5,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,48,47,1,0,48,2,2,NA,NA,2,5,5,NA,5,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,5,5,0,0,5,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,5,5,0,0,5,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,588,560,28,185,403,12,12,NA,0,12,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,19,19,NA,NA,19,14,14,NA,0,14,46,46,NA,NA,46,29,29,NA,14,15,0,0,NA,0,0,380,352,28,85,295,2,2,NA,NA,2,86,86,NA,86,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,328,323,5,65,263,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,0,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,19,19,NA,NA,19,14,14,NA,14,0,0,0,NA,0,0,241,236,5,0,241,0,0,NA,NA,0,51,51,NA,51,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,340,335,5,0,340,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,20,20,NA,NA,20,0,0,NA,0,0,0,0,NA,0,0,315,310,5,0,315,3,3,NA,NA,3,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,140,140,0,30,110,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,25,25,NA,25,0,0,0,NA,0,0,115,115,0,5,110,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,306418,306418,NA,30464,275954,23608,23608,NA,2385,21223,32715,32715,NA,2616,30099,22437,22437,NA,5826,16611,34804,34804,NA,3755,31049,55636,55636,NA,NA,55636,18677,18677,NA,4035,14642,22772,22772,NA,NA,22772,37464,37464,NA,7920,29544,18675,18675,NA,3816,14859,17139,17139,NA,111,17028,22491,22491,NA,NA,22491,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,9,9,NA,1,8,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,2,2,NA,NA,2,1,1,NA,0,1,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,1,2,1,1,NA,NA,1,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,24551,24551,NA,0,24551,273,273,NA,0,273,0,0,NA,0,0,120,120,NA,0,120,18005,18005,NA,0,18005,63,63,NA,NA,63,0,0,NA,0,0,145,145,NA,NA,145,503,503,NA,0,503,2262,2262,NA,0,2262,2488,2488,NA,NA,2488,692,692,NA,NA,692,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,4,4,NA,0,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,230,230,NA,0,230,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,85,85,NA,NA,85,0,0,NA,0,0,0,0,NA,0,0,144,144,NA,NA,144,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,678,678,NA,0,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,678,678,NA,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,8,8,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,2,2,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,16044,16044,NA,764,15280,599,599,NA,227,372,886,886,NA,512,374,281,281,NA,0,281,919,919,NA,0,919,1565,1565,NA,NA,1565,0,0,NA,0,0,1484,1484,NA,NA,1484,3423,3423,NA,0,3423,4716,4716,NA,0,4716,1868,1868,NA,NA,1868,278,278,NA,NA,278,25,25,NA,25,NA
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,11576,11576,NA,765,10811,405,405,NA,196,209,867,867,NA,549,318,268,268,NA,0,268,355,355,NA,0,355,1527,1527,NA,NA,1527,0,0,NA,0,0,842,842,NA,NA,842,3482,3482,NA,0,3482,1953,1953,NA,0,1953,1795,1795,NA,NA,1795,62,62,NA,NA,62,20,20,NA,20,NA
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,10421,10421,NA,620,9801,353,353,NA,119,234,738,738,NA,478,260,225,225,NA,0,225,654,654,NA,0,654,873,873,NA,NA,873,0,0,NA,0,0,805,805,NA,NA,805,3301,3301,NA,0,3301,2183,2183,NA,0,2183,988,988,NA,NA,988,278,278,NA,NA,278,23,23,NA,23,NA
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,6998,6998,NA,680,6318,292,292,NA,111,181,750,750,NA,549,201,224,224,NA,0,224,129,129,NA,0,129,829,829,NA,NA,829,0,0,NA,0,0,148,148,NA,NA,148,3364,3364,NA,0,3364,266,266,NA,0,266,914,914,NA,NA,914,62,62,NA,NA,62,20,20,NA,20,NA
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,12638,12638,NA,713,11925,677,677,NA,212,465,847,847,NA,478,369,251,251,NA,0,251,667,667,NA,0,667,902,902,NA,NA,902,0,0,NA,0,0,556,556,NA,NA,556,2565,2565,NA,0,2565,4701,4701,NA,0,4701,1171,1171,NA,NA,1171,278,278,NA,NA,278,23,23,NA,23,NA
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,8492,8492,NA,765,7727,405,405,NA,196,209,847,847,NA,549,298,237,237,NA,0,237,129,129,NA,0,129,917,917,NA,NA,917,0,0,NA,0,0,107,107,NA,NA,107,2705,2705,NA,0,2705,1965,1965,NA,0,1965,1098,1098,NA,NA,1098,62,62,NA,NA,62,20,20,NA,20,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,1997,1997,NA,369,1628,107,107,NA,36,71,151,151,NA,53,98,195,195,NA,11,184,232,232,NA,16,216,201,201,NA,NA,201,138,138,NA,41,97,137,137,NA,NA,137,68,68,NA,29,39,46,46,NA,15,31,487,487,NA,57,430,124,124,NA,NA,124,111,111,NA,111,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,583,583,NA,119,464,29,29,NA,11,18,80,80,NA,54,26,3,3,NA,2,1,16,16,NA,0,16,36,36,NA,NA,36,45,45,NA,0,45,33,33,NA,NA,33,51,51,NA,27,24,17,17,NA,0,17,221,221,NA,2,219,29,29,NA,NA,29,23,23,NA,23,NA
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,23901,23901,NA,3403,20498,192,192,NA,22,170,2825,2825,NA,334,2491,1311,1311,NA,10,1301,2685,2685,NA,1874,811,821,821,NA,NA,821,154,154,NA,0,154,425,425,NA,NA,425,1679,1679,NA,711,968,147,147,NA,39,108,13518,13518,NA,370,13148,101,101,NA,NA,101,43,43,NA,43,NA
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,24078,24078,NA,2382,21696,158,158,NA,30,128,499,499,NA,256,243,1334,1334,NA,10,1324,1691,1691,NA,447,1244,591,591,NA,NA,591,259,259,NA,0,259,583,583,NA,NA,583,1621,1621,NA,421,1200,145,145,NA,47,98,16944,16944,NA,1144,15800,226,226,NA,NA,226,27,27,NA,27,NA
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,36,36,NA,8,28,10,10,NA,2,8,0,0,NA,0,0,6,6,NA,6,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,9,9,NA,NA,9,5,5,NA,0,5,3,3,NA,0,3,1,1,NA,0,1,2,2,NA,NA,2,0,0,NA,0,NA
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,263,263,NA,128,135,6,6,NA,3,3,2,2,NA,0,2,1,1,NA,1,0,0,0,NA,0,0,39,39,NA,NA,39,5,5,NA,0,5,54,54,NA,NA,54,108,108,NA,100,8,43,43,NA,24,19,1,1,NA,0,1,4,4,NA,NA,4,0,0,NA,0,NA
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,13669,13669,NA,4,13665,21,21,NA,4,17,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,7,7,NA,NA,7,15,15,NA,0,15,13,13,NA,0,13,13612,13612,NA,0,13612,1,1,NA,NA,1,0,0,NA,0,NA
