Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,47747,47568,179,12161,35586,4168,4168,NA,914,3254,4573,4573,NA,1198,3375,2944,2944,NA,288,2656,3920,3920,NA,321,3599,5053,5053,NA,NA,5053,2172,2172,NA,207,1965,3244,3244,NA,NA,3244,5457,5457,NA,1340,4117,3426,3426,NA,218,3208,1713,1534,179,3,1710,3405,3405,NA,NA,3405,7672,7672,NA,7672,NA
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,47382,47203,179,12103,35279,3862,3862,NA,585,3277,4575,4575,NA,1198,3377,2868,2868,NA,278,2590,3823,3823,NA,237,3586,5150,5150,NA,NA,5150,2248,2248,NA,214,2034,3384,3384,NA,NA,3384,4774,4774,NA,586,4188,3429,3429,NA,238,3191,1722,1543,179,1,1721,2781,2781,NA,NA,2781,8766,8766,NA,8766,NA
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,49368,49197,171,13192,36176,4117,4117,NA,834,3283,4615,4615,NA,1198,3417,2946,2946,NA,278,2668,3817,3817,NA,231,3586,5032,5032,NA,NA,5032,2333,2333,NA,241,2092,3392,3392,NA,NA,3392,5630,5630,NA,1340,4290,3685,3685,NA,251,3434,1696,1525,171,9,1687,3295,3295,NA,NA,3295,8810,8810,NA,8810,NA
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,1649,1649,0,918,731,44,44,NA,0,44,37,37,NA,0,37,11,11,NA,0,11,0,0,NA,0,0,158,158,NA,NA,158,89,89,NA,0,89,165,165,NA,NA,165,99,99,NA,0,99,128,128,NA,0,128,0,0,0,0,0,0,0,NA,NA,0,918,918,NA,918,NA
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,179,179,0,0,179,4,4,NA,0,4,42,42,NA,0,42,0,0,NA,0,0,0,0,NA,0,0,7,7,NA,NA,7,45,45,NA,0,45,19,19,NA,NA,19,58,58,NA,0,58,0,0,NA,0,0,0,0,0,0,0,4,4,NA,NA,4,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,22882,22871,11,5416,17466,2680,2680,NA,240,2440,2718,2718,NA,783,1935,1128,1128,NA,107,1021,1939,1939,NA,224,1715,2162,2162,NA,NA,2162,1208,1208,NA,0,1208,1935,1935,NA,NA,1935,2016,2016,NA,410,1606,1063,1063,NA,15,1048,808,797,11,1,807,1589,1589,NA,NA,1589,3636,3636,NA,3636,NA
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,47983,47903,80,11858,36125,5438,5438,NA,1344,4094,5056,5056,NA,1112,3944,3147,3147,NA,365,2782,3993,3993,NA,359,3634,4880,4880,NA,NA,4880,2070,2070,NA,158,1912,3852,3852,NA,NA,3852,4791,4791,NA,783,4008,2527,2527,NA,152,2375,1026,946,80,35,991,3653,3653,NA,NA,3653,7550,7550,NA,7550,NA
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,51842,51761,81,13972,37870,5981,5981,NA,1536,4445,5546,5546,NA,1204,4342,3196,3196,NA,375,2821,4083,4083,NA,451,3632,4949,4949,NA,NA,4949,2347,2347,NA,143,2204,3963,3963,NA,NA,3963,6580,6580,NA,1775,4805,2335,2335,NA,114,2221,1132,1051,81,60,1072,3416,3416,NA,NA,3416,8314,8314,NA,8314,NA
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,2,2,0,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,3,3,0,0,3,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,16479,16479,0,4214,12265,1639,1639,NA,160,1479,1841,1841,NA,560,1281,1096,1096,NA,120,976,1134,1134,NA,16,1118,1604,1604,NA,NA,1604,803,803,NA,52,751,1060,1060,NA,NA,1060,1779,1779,NA,486,1293,1236,1236,NA,181,1055,564,564,0,18,546,1102,1102,NA,NA,1102,2621,2621,NA,2621,NA
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,16409,16409,0,4156,12253,1639,1639,NA,160,1479,1841,1841,NA,560,1281,1094,1094,NA,120,974,1134,1134,NA,16,1118,1612,1612,NA,NA,1612,796,796,NA,52,744,1066,1066,NA,NA,1066,1779,1779,NA,486,1293,1224,1224,NA,181,1043,555,555,0,12,543,1100,1100,NA,NA,1100,2569,2569,NA,2569,NA
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,13893,13893,0,1672,12221,1457,1457,NA,0,1457,1290,1290,NA,0,1290,966,966,NA,0,966,1118,1118,NA,0,1118,1548,1548,NA,NA,1548,731,731,NA,0,731,1150,1150,NA,NA,1150,1293,1293,NA,0,1293,1040,1040,NA,0,1040,504,504,0,0,504,1124,1124,NA,NA,1124,1672,1672,NA,1672,NA
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,52884,52699,185,15410,37474,4117,4117,NA,554,3563,4546,4546,NA,1434,3112,2839,2839,NA,308,2531,3799,3799,NA,155,3644,5839,5839,NA,NA,5839,2595,2595,NA,492,2103,3415,3415,NA,NA,3415,5230,5230,NA,884,4346,3724,3724,NA,246,3478,1706,1521,185,24,1682,3761,3761,NA,NA,3761,11313,11313,NA,11313,NA
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,33473,33368,105,6740,26733,1992,1992,NA,470,1522,3183,3183,NA,785,2398,2516,2516,NA,263,2253,2094,2094,NA,197,1897,2772,2772,NA,NA,2772,1848,1848,NA,430,1418,3080,3080,NA,NA,3080,4439,4439,NA,395,4044,2624,2624,NA,149,2475,1265,1160,105,3,1262,3612,3612,NA,NA,3612,4048,4048,NA,4048,NA
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,32980,32980,0,6340,26640,1926,1926,NA,428,1498,2299,2299,NA,0,2299,2143,2143,NA,257,1886,2403,2403,NA,0,2403,2481,2481,NA,NA,2481,1336,1336,NA,379,957,2664,2664,NA,NA,2664,4565,4565,NA,412,4153,3697,3697,NA,39,3658,1229,1229,0,10,1219,3422,3422,NA,NA,3422,4815,4815,NA,4815,NA
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,382,382,NA,26,356,20,20,NA,0,20,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,41,41,NA,NA,41,2,2,NA,0,2,30,30,NA,NA,30,195,195,NA,NA,195,22,22,NA,11,11,15,15,NA,15,0,57,57,NA,NA,57,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,43183,43183,0,299,42884,1171,1171,NA,0,1171,2013,2013,NA,0,2013,2351,2351,NA,83,2268,3839,3839,NA,0,3839,2369,2369,NA,NA,2369,4095,4095,NA,0,4095,5092,5092,NA,NA,5092,12601,12601,NA,0,12601,1977,1977,NA,0,1977,3672,3672,0,45,3627,3832,3832,NA,NA,3832,171,171,NA,171,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,4240,4240,0,51,4189,3,3,NA,0,3,79,79,NA,0,79,5,5,NA,0,5,0,0,NA,0,0,493,493,NA,NA,493,1432,1432,NA,0,1432,2,2,NA,NA,2,7,7,NA,0,7,905,905,NA,0,905,682,682,0,5,677,586,586,NA,NA,586,46,46,NA,46,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,218,218,0,1,217,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,218,218,0,1,217,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,65,65,0,0,65,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,64,64,0,0,64,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,117,117,0,1,116,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,117,117,0,1,116,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,44,44,0,0,44,6,6,NA,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,37,37,0,0,37,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,7,7,0,0,7,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,7,7,0,0,7,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,13,13,0,3,10,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,5,5,0,0,5,0,0,NA,NA,0,3,3,NA,3,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,4,4,0,0,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,4,4,0,0,4,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,312,312,0,125,187,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,10,10,NA,NA,10,4,4,NA,0,4,28,28,NA,NA,28,7,7,NA,0,7,0,0,NA,0,0,177,177,0,39,138,0,0,NA,NA,0,86,86,NA,86,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,197,197,0,51,146,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,18,18,NA,NA,18,0,0,NA,0,0,0,0,NA,0,0,128,128,0,0,128,0,0,NA,NA,0,51,51,NA,51,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,225,225,0,0,225,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,11,11,NA,NA,11,0,0,NA,0,0,0,0,NA,0,0,212,212,0,0,212,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,91,91,0,6,85,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,90,90,0,5,85,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,209175,209175,NA,19732,189443,16742,16742,NA,1633,15109,21679,21679,NA,1811,19868,15074,15074,NA,4161,10913,25138,25138,NA,2513,22625,35871,35871,NA,NA,35871,12701,12701,NA,2709,9992,15904,15904,NA,NA,15904,24300,24300,NA,4254,20046,13858,13858,NA,2579,11279,11481,11481,NA,72,11409,16427,16427,NA,NA,16427,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,8,8,NA,0,8,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,2,2,NA,NA,2,1,1,NA,0,1,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,0,2,1,1,NA,NA,1,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,15349,15349,NA,0,15349,0,0,NA,0,0,0,0,NA,0,0,120,120,NA,0,120,11140,11140,NA,0,11140,33,33,NA,NA,33,0,0,NA,0,0,145,145,NA,NA,145,354,354,NA,0,354,1577,1577,NA,0,1577,1350,1350,NA,NA,1350,630,630,NA,NA,630,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,171,171,NA,0,171,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,85,85,NA,NA,85,0,0,NA,0,0,0,0,NA,0,0,85,85,NA,NA,85,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,526,526,NA,0,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,526,526,NA,NA,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,7,7,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,2,2,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,9711,9711,NA,409,9302,340,340,NA,108,232,587,587,NA,276,311,218,218,NA,0,218,397,397,NA,0,397,1166,1166,NA,NA,1166,0,0,NA,0,0,998,998,NA,NA,998,1796,1796,NA,0,1796,3070,3070,NA,0,3070,856,856,NA,NA,856,258,258,NA,NA,258,25,25,NA,25,NA
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,7066,7066,NA,381,6685,191,191,NA,85,106,525,525,NA,276,249,217,217,NA,0,217,289,289,NA,0,289,1135,1135,NA,NA,1135,0,0,NA,0,0,773,773,NA,NA,773,1866,1866,NA,0,1866,1197,1197,NA,0,1197,812,812,NA,NA,812,41,41,NA,NA,41,20,20,NA,20,NA
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,5744,5744,NA,277,5467,108,108,NA,0,108,473,473,NA,254,219,162,162,NA,0,162,140,140,NA,0,140,474,474,NA,NA,474,0,0,NA,0,0,362,362,NA,NA,362,1712,1712,NA,0,1712,1425,1425,NA,0,1425,607,607,NA,NA,607,258,258,NA,NA,258,23,23,NA,23,NA
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,3998,3998,NA,296,3702,96,96,NA,0,96,439,439,NA,276,163,173,173,NA,0,173,67,67,NA,0,67,437,437,NA,NA,437,0,0,NA,0,0,117,117,NA,NA,117,1784,1784,NA,0,1784,218,218,NA,0,218,606,606,NA,NA,606,41,41,NA,NA,41,20,20,NA,20,NA
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,7601,7601,NA,370,7231,297,297,NA,93,204,574,574,NA,254,320,188,188,NA,0,188,153,153,NA,0,153,660,660,NA,NA,660,0,0,NA,0,0,107,107,NA,NA,107,1754,1754,NA,0,1754,3055,3055,NA,0,3055,532,532,NA,NA,532,258,258,NA,NA,258,23,23,NA,23,NA
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,5243,5243,NA,381,4862,191,191,NA,85,106,528,528,NA,276,252,186,186,NA,0,186,67,67,NA,0,67,664,664,NA,NA,664,0,0,NA,0,0,73,73,NA,NA,73,1813,1813,NA,0,1813,1209,1209,NA,0,1209,451,451,NA,NA,451,41,41,NA,NA,41,20,20,NA,20,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,1254,1254,NA,237,1017,79,79,NA,23,56,115,115,NA,47,68,108,108,NA,4,104,161,161,NA,16,145,157,157,NA,NA,157,95,95,NA,21,74,103,103,NA,NA,103,9,9,NA,0,9,40,40,NA,15,25,212,212,NA,29,183,93,93,NA,NA,93,82,82,NA,82,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,327,327,NA,62,265,15,15,NA,0,15,64,64,NA,45,19,3,3,NA,2,1,11,11,NA,0,11,33,33,NA,NA,33,22,22,NA,0,22,22,22,NA,NA,22,8,8,NA,0,8,12,12,NA,0,12,99,99,NA,0,99,23,23,NA,NA,23,15,15,NA,15,NA
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,11714,11714,NA,1697,10017,142,142,NA,0,142,2527,2527,NA,234,2293,21,21,NA,7,14,1448,1448,NA,1308,140,682,682,NA,NA,682,38,38,NA,0,38,249,249,NA,NA,249,262,262,NA,0,262,96,96,NA,10,86,6184,6184,NA,138,6046,65,65,NA,NA,65,0,0,NA,0,NA
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,10954,10954,NA,888,10066,89,89,NA,0,89,224,224,NA,176,48,26,26,NA,3,23,488,488,NA,275,213,387,387,NA,NA,387,121,121,NA,0,121,376,376,NA,NA,376,316,316,NA,0,316,77,77,NA,6,71,8697,8697,NA,425,8272,150,150,NA,NA,150,3,3,NA,3,NA
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,24,24,NA,5,19,8,8,NA,0,8,0,0,NA,0,0,5,5,NA,5,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,2,2,NA,NA,2,5,5,NA,0,5,3,3,NA,0,3,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,99,99,NA,6,93,3,3,NA,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,37,37,NA,NA,37,1,1,NA,0,1,23,23,NA,NA,23,6,6,NA,0,6,25,25,NA,6,19,1,1,NA,0,1,3,3,NA,NA,3,0,0,NA,0,NA
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,6825,6825,NA,0,6825,17,17,NA,0,17,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,5,5,NA,NA,5,9,9,NA,0,9,12,12,NA,0,12,6781,6781,NA,0,6781,1,1,NA,NA,1,0,0,NA,0,NA
