Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,39686,39526,160,9779,29907,3162,3162,NA,413,2749,3822,3822,NA,892,2930,2456,2456,NA,234,2222,3269,3269,NA,219,3050,4281,4281,NA,NA,4281,1925,1925,NA,194,1731,2878,2878,NA,NA,2878,4093,4093,NA,586,3507,2952,2952,NA,200,2752,1456,1296,160,0,1456,2351,2351,NA,NA,2351,7041,7041,NA,7041,NA
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,41381,41227,154,10545,30836,3417,3417,NA,662,2755,3862,3862,NA,892,2970,2534,2534,NA,234,2300,3262,3262,NA,212,3050,4212,4212,NA,NA,4212,2010,2010,NA,221,1789,2886,2886,NA,NA,2886,4615,4615,NA,1008,3607,3202,3202,NA,215,2987,1424,1270,154,0,1424,2856,2856,NA,NA,2856,7101,7101,NA,7101,NA
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,1561,1561,0,918,643,44,44,NA,0,44,31,31,NA,0,31,11,11,NA,0,11,0,0,NA,0,0,134,134,NA,NA,134,72,72,NA,0,72,150,150,NA,NA,150,73,73,NA,0,73,128,128,NA,0,128,0,0,0,0,0,0,0,NA,NA,0,918,918,NA,918,NA
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,162,162,0,0,162,4,4,NA,0,4,37,37,NA,0,37,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,40,40,NA,0,40,19,19,NA,NA,19,58,58,NA,0,58,0,0,NA,0,0,0,0,0,0,0,4,4,NA,NA,4,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,16140,16129,11,3781,12359,1597,1597,NA,172,1425,1874,1874,NA,625,1249,920,920,NA,81,839,1302,1302,NA,186,1116,1686,1686,NA,NA,1686,926,926,NA,0,926,1591,1591,NA,NA,1591,1388,1388,NA,286,1102,850,850,NA,15,835,544,533,11,0,544,1046,1046,NA,NA,1046,2416,2416,NA,2416,NA
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,39815,39756,59,10179,29636,4230,4230,NA,1148,3082,4404,4404,NA,935,3469,2625,2625,NA,312,2313,3145,3145,NA,299,2846,4358,4358,NA,NA,4358,1675,1675,NA,141,1534,3066,3066,NA,NA,3066,3746,3746,NA,642,3104,2112,2112,NA,135,1977,902,843,59,26,876,3011,3011,NA,NA,3011,6541,6541,NA,6541,NA
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,44114,44056,58,12339,31775,4769,4769,NA,1348,3421,4745,4745,NA,1013,3732,2763,2763,NA,331,2432,3369,3369,NA,401,2968,4352,4352,NA,NA,4352,2058,2058,NA,115,1943,3197,3197,NA,NA,3197,5551,5551,NA,1621,3930,2084,2084,NA,104,1980,998,940,58,49,949,2871,2871,NA,NA,2871,7357,7357,NA,7357,NA
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,2,2,0,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,3,3,0,0,3,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,14343,14343,0,3637,10706,1427,1427,NA,140,1287,1596,1596,NA,480,1116,955,955,NA,105,850,997,997,NA,14,983,1409,1409,NA,NA,1409,703,703,NA,47,656,924,924,NA,NA,924,1552,1552,NA,426,1126,1082,1082,NA,158,924,484,484,0,13,471,960,960,NA,NA,960,2254,2254,NA,2254,NA
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,14268,14268,0,3579,10689,1427,1427,NA,140,1287,1596,1596,NA,480,1116,953,953,NA,105,848,997,997,NA,14,983,1411,1411,NA,NA,1411,696,696,NA,47,649,930,930,NA,NA,930,1552,1552,NA,426,1126,1070,1070,NA,158,912,475,475,0,7,468,959,959,NA,NA,959,2202,2202,NA,2202,NA
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,12106,12106,0,1442,10664,1265,1265,NA,0,1265,1125,1125,NA,0,1125,840,840,NA,0,840,983,983,NA,0,983,1359,1359,NA,NA,1359,637,637,NA,0,637,1005,1005,NA,NA,1005,1126,1126,NA,0,1126,909,909,NA,0,909,439,439,0,0,439,976,976,NA,NA,976,1442,1442,NA,1442,NA
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,44941,44756,185,13400,31541,3569,3569,NA,486,3083,3913,3913,NA,1211,2702,2480,2480,NA,261,2219,3284,3284,NA,135,3149,4988,4988,NA,NA,4988,2298,2298,NA,457,1841,2904,2904,NA,NA,2904,4318,4318,NA,720,3598,3104,3104,NA,208,2896,1486,1301,185,16,1470,2691,2691,NA,NA,2691,9906,9906,NA,9906,NA
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,20158,20053,105,5822,14336,874,874,NA,398,476,1765,1765,NA,627,1138,1467,1467,NA,252,1215,1259,1259,NA,160,1099,1740,1740,NA,NA,1740,1544,1544,NA,383,1161,1887,1887,NA,NA,1887,3208,3208,NA,395,2813,1131,1131,NA,113,1018,528,423,105,2,526,1263,1263,NA,NA,1263,3492,3492,NA,3492,NA
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,16687,16687,0,5022,11665,847,847,NA,360,487,519,519,NA,0,519,1203,1203,NA,244,959,1575,1575,NA,0,1575,1558,1558,NA,NA,1558,1092,1092,NA,330,762,1297,1297,NA,NA,1297,2935,2935,NA,273,2662,948,948,NA,29,919,432,432,0,5,427,500,500,NA,NA,500,3781,3781,NA,3781,NA
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,312,312,NA,21,291,20,20,NA,0,20,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,41,41,NA,NA,41,2,2,NA,0,2,30,30,NA,NA,30,167,167,NA,NA,167,22,22,NA,11,11,10,10,NA,10,0,20,20,NA,NA,20,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,42309,42309,0,233,42076,1171,1171,NA,0,1171,2013,2013,NA,0,2013,2340,2340,NA,72,2268,3039,3039,NA,0,3039,2369,2369,NA,NA,2369,4095,4095,NA,0,4095,5092,5092,NA,NA,5092,12593,12593,NA,0,12593,1977,1977,NA,0,1977,3662,3662,0,35,3627,3832,3832,NA,NA,3832,126,126,NA,126,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,3998,3998,0,51,3947,3,3,NA,0,3,71,71,NA,0,71,5,5,NA,0,5,0,0,NA,0,0,493,493,NA,NA,493,1432,1432,NA,0,1432,2,2,NA,NA,2,5,5,NA,0,5,903,903,NA,0,903,452,452,0,5,447,586,586,NA,NA,586,46,46,NA,46,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,119,119,0,0,119,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,119,119,0,0,119,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,60,60,0,0,60,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,60,60,0,0,60,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,100,100,0,0,100,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,100,100,0,0,100,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,29,29,0,0,29,6,6,NA,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,23,23,0,0,23,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,6,6,0,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,6,6,0,0,6,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,9,9,0,3,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,3,3,0,0,3,0,0,NA,NA,0,3,3,NA,3,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,3,3,0,0,3,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,264,264,0,110,154,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,8,8,NA,NA,8,0,0,NA,0,0,28,28,NA,NA,28,4,4,NA,0,4,0,0,NA,0,0,138,138,0,24,114,0,0,NA,NA,0,86,86,NA,86,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,172,172,0,51,121,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,17,17,NA,NA,17,0,0,NA,0,0,0,0,NA,0,0,104,104,0,0,104,0,0,NA,NA,0,51,51,NA,51,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,172,172,0,0,172,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,0,0,0,0,NA,0,0,164,164,0,0,164,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,81,81,0,6,75,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,80,80,0,5,75,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,182259,182259,NA,16812,165447,15390,15390,NA,1387,14003,19001,19001,NA,1577,17424,13221,13221,NA,3421,9800,21912,21912,NA,2204,19708,29985,29985,NA,NA,29985,10713,10713,NA,2267,8446,13760,13760,NA,NA,13760,21489,21489,NA,3632,17857,12137,12137,NA,2265,9872,10547,10547,NA,59,10488,14104,14104,NA,NA,14104,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,7,7,NA,0,7,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,1,1,NA,NA,1,1,1,NA,0,1,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,0,2,1,1,NA,NA,1,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,13139,13139,NA,0,13139,0,0,NA,0,0,0,0,NA,0,0,120,120,NA,0,120,9842,9842,NA,0,9842,28,28,NA,NA,28,0,0,NA,0,0,68,68,NA,NA,68,354,354,NA,0,354,1419,1419,NA,0,1419,678,678,NA,NA,678,630,630,NA,NA,630,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,128,128,NA,0,128,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,85,85,NA,NA,85,0,0,NA,0,0,0,0,NA,0,0,42,42,NA,NA,42,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,306,306,NA,0,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,306,306,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,2,2,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,8654,8654,NA,285,8369,273,273,NA,70,203,445,445,NA,190,255,200,200,NA,0,200,311,311,NA,0,311,1102,1102,NA,NA,1102,0,0,NA,0,0,973,973,NA,NA,973,1778,1778,NA,0,1778,2661,2661,NA,0,2661,628,628,NA,NA,628,258,258,NA,NA,258,25,25,NA,25,NA
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,6288,6288,NA,268,6020,135,135,NA,51,84,390,390,NA,197,193,200,200,NA,0,200,208,208,NA,0,208,1061,1061,NA,NA,1061,0,0,NA,0,0,750,750,NA,NA,750,1847,1847,NA,0,1847,1039,1039,NA,0,1039,597,597,NA,NA,597,41,41,NA,NA,41,20,20,NA,20,NA
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,5207,5207,NA,213,4994,90,90,NA,0,90,373,373,NA,190,183,147,147,NA,0,147,138,138,NA,0,138,410,410,NA,NA,410,0,0,NA,0,0,354,354,NA,NA,354,1694,1694,NA,0,1694,1228,1228,NA,0,1228,492,492,NA,NA,492,258,258,NA,NA,258,23,23,NA,23,NA
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,3590,3590,NA,217,3373,72,72,NA,0,72,329,329,NA,197,132,158,158,NA,0,158,67,67,NA,0,67,363,363,NA,NA,363,0,0,NA,0,0,105,105,NA,NA,105,1765,1765,NA,0,1765,212,212,NA,0,212,458,458,NA,NA,458,41,41,NA,NA,41,20,20,NA,20,NA
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,6742,6742,NA,268,6474,198,198,NA,55,143,459,459,NA,190,269,174,174,NA,0,174,151,151,NA,0,151,620,620,NA,NA,620,0,0,NA,0,0,100,100,NA,NA,100,1736,1736,NA,0,1736,2646,2646,NA,0,2646,377,377,NA,NA,377,258,258,NA,NA,258,23,23,NA,23,NA
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,4659,4659,NA,268,4391,135,135,NA,51,84,404,404,NA,197,207,170,170,NA,0,170,67,67,NA,0,67,612,612,NA,NA,612,0,0,NA,0,0,62,62,NA,NA,62,1794,1794,NA,0,1794,1051,1051,NA,0,1051,303,303,NA,NA,303,41,41,NA,NA,41,20,20,NA,20,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,1062,1062,NA,197,865,67,67,NA,17,50,99,99,NA,40,59,83,83,NA,2,81,146,146,NA,16,130,138,138,NA,NA,138,80,80,NA,16,64,99,99,NA,NA,99,9,9,NA,0,9,38,38,NA,15,23,144,144,NA,20,124,88,88,NA,NA,88,71,71,NA,71,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,275,275,NA,56,219,12,12,NA,0,12,59,59,NA,42,17,1,1,NA,0,1,9,9,NA,0,9,32,32,NA,NA,32,21,21,NA,0,21,19,19,NA,NA,19,8,8,NA,0,8,12,12,NA,0,12,68,68,NA,0,68,20,20,NA,NA,20,14,14,NA,14,NA
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,9409,9409,NA,1457,7952,136,136,NA,0,136,2499,2499,NA,209,2290,20,20,NA,7,13,1255,1255,NA,1138,117,658,658,NA,NA,658,29,29,NA,0,29,218,218,NA,NA,218,168,168,NA,0,168,93,93,NA,10,83,4283,4283,NA,93,4190,50,50,NA,NA,50,0,0,NA,0,NA
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,8285,8285,NA,650,7635,83,83,NA,0,83,199,199,NA,156,43,18,18,NA,2,16,387,387,NA,230,157,327,327,NA,NA,327,100,100,NA,0,100,320,320,NA,NA,320,301,301,NA,0,301,72,72,NA,6,66,6353,6353,NA,254,6099,123,123,NA,NA,123,2,2,NA,2,NA
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,24,24,NA,5,19,8,8,NA,0,8,0,0,NA,0,0,5,5,NA,5,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,2,2,NA,NA,2,5,5,NA,0,5,3,3,NA,0,3,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,98,98,NA,6,92,3,3,NA,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,37,37,NA,NA,37,0,0,NA,0,0,23,23,NA,NA,23,6,6,NA,0,6,25,25,NA,6,19,1,1,NA,0,1,3,3,NA,NA,3,0,0,NA,0,NA
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,5049,5049,NA,0,5049,12,12,NA,0,12,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,5,5,NA,NA,5,9,9,NA,0,9,11,11,NA,0,11,5011,5011,NA,0,5011,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,754,754,NA,7,747,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,2,2,NA,NA,2,1,1,NA,0,1,8,8,NA,NA,8,69,69,NA,0,69,0,0,NA,0,0,656,656,NA,6,650,17,17,NA,NA,17,0,0,NA,0,NA
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,25754,25754,NA,5172,20582,905,905,NA,0,905,62,62,NA,0,62,695,695,NA,496,199,4077,4077,NA,2466,1611,6846,6846,NA,NA,6846,1130,1130,NA,0,1130,3979,3979,NA,NA,3979,734,734,NA,0,734,2806,2806,NA,2199,607,4305,4305,NA,11,4294,215,215,NA,NA,215,0,0,NA,0,NA
