Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,4279,4274,5,1426,2853,494,494,NA,70,424,483,483,NA,128,355,340,340,NA,13,327,153,153,NA,17,136,289,289,NA,NA,289,127,127,NA,0,127,508,508,NA,NA,508,347,347,NA,83,264,145,145,NA,0,145,106,101,5,NA,106,172,172,NA,NA,172,1115,1115,NA,1115,NA
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,4105,4099,6,1419,2686,390,390,NA,204,186,391,391,NA,104,287,254,254,NA,44,210,152,152,NA,20,132,468,468,NA,NA,468,168,168,NA,27,141,386,386,NA,NA,386,496,496,NA,102,394,192,192,NA,15,177,67,61,6,NA,67,238,238,NA,NA,238,903,903,NA,903,NA
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,4351,4347,4,1572,2779,393,393,NA,212,181,387,387,NA,83,304,253,253,NA,48,205,150,150,NA,28,122,462,462,NA,NA,462,139,139,NA,23,116,425,425,NA,NA,425,669,669,NA,230,439,197,197,NA,10,187,115,111,4,NA,115,223,223,NA,NA,223,938,938,NA,938,NA
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,2,2,0,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,1,1,0,0,1,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,2069,2069,0,524,1545,200,200,NA,20,180,241,241,NA,80,161,132,132,NA,15,117,146,146,NA,2,144,219,219,NA,NA,219,108,108,NA,10,98,139,139,NA,NA,139,223,223,NA,60,163,151,151,NA,20,131,63,63,0,NA,63,130,130,NA,NA,130,317,317,NA,317,NA
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,2056,2056,0,513,1543,200,200,NA,20,180,241,241,NA,80,161,132,132,NA,15,117,146,146,NA,2,144,219,219,NA,NA,219,106,106,NA,10,96,139,139,NA,NA,139,223,223,NA,60,163,151,151,NA,20,131,63,63,0,NA,63,130,130,NA,NA,130,306,306,NA,306,NA
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,1743,1743,0,210,1533,176,176,NA,0,176,166,166,NA,0,166,111,111,NA,0,111,144,144,NA,0,144,207,207,NA,NA,207,94,94,NA,0,94,154,154,NA,NA,154,163,163,NA,0,163,133,133,NA,0,133,61,61,0,NA,61,124,124,NA,NA,124,210,210,NA,210,NA
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,5926,5889,37,1739,4187,441,441,NA,30,411,480,480,NA,141,339,336,336,NA,36,300,467,467,NA,14,453,649,649,NA,NA,649,322,322,NA,67,255,383,383,NA,NA,383,582,582,NA,120,462,432,432,NA,20,412,191,154,37,NA,191,332,332,NA,NA,332,1311,1311,NA,1311,NA
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,3100,3100,0,1072,2028,26,26,NA,26,0,231,231,NA,0,231,168,168,NA,4,164,208,208,NA,0,208,210,210,NA,NA,210,135,135,NA,42,93,427,427,NA,NA,427,532,532,NA,186,346,142,142,NA,11,131,20,20,0,NA,20,198,198,NA,NA,198,803,803,NA,803,NA
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,2100,2100,0,771,1329,70,70,NA,70,0,72,72,NA,0,72,163,163,NA,7,156,124,124,NA,0,124,147,147,NA,NA,147,123,123,NA,55,68,229,229,NA,NA,229,392,392,NA,70,322,104,104,NA,12,92,20,20,0,NA,20,99,99,NA,NA,99,557,557,NA,557,NA
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,56,56,NA,0,56,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,22,22,NA,NA,22,0,0,NA,0,0,30,30,NA,NA,30,4,4,NA,NA,4,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,202,202,NA,25,177,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,9,9,NA,NA,9,0,0,NA,0,0,0,0,NA,NA,0,18,18,NA,0,18,0,0,NA,0,0,0,0,NA,NA,0,150,150,NA,NA,150,25,25,NA,25,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,364,364,0,15,349,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,NA,5,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,344,344,NA,0,344,0,0,0,NA,0,0,0,NA,NA,0,15,15,NA,15,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,6,6,0,3,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,3,3,NA,3,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,25,25,0,23,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,23,23,NA,23,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,10,10,0,10,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,10,10,NA,10,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,1,1,0,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,24672,24672,NA,2232,22440,2530,2530,NA,164,2366,2577,2577,NA,212,2365,1420,1420,NA,465,955,3167,3167,NA,300,2867,3945,3945,NA,NA,3945,1566,1566,NA,268,1298,1640,1640,NA,NA,1640,2922,2922,NA,529,2393,1911,1911,NA,294,1617,1296,1296,NA,NA,1296,1698,1698,NA,NA,1698,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,899,899,NA,0,899,0,0,NA,0,0,0,0,NA,0,0,57,57,NA,0,57,679,679,NA,0,679,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,162,162,NA,0,162,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,1435,1435,NA,31,1404,0,0,NA,0,0,36,36,NA,19,17,26,26,NA,0,26,5,5,NA,0,5,214,214,NA,NA,214,0,0,NA,0,0,27,27,NA,NA,27,822,822,NA,0,822,273,273,NA,0,273,0,0,NA,NA,0,20,20,NA,NA,20,12,12,NA,12,NA
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,1206,1206,NA,31,1175,0,0,NA,0,0,35,35,NA,21,14,29,29,NA,0,29,0,0,NA,0,0,215,215,NA,NA,215,0,0,NA,0,0,31,31,NA,NA,31,738,738,NA,0,738,127,127,NA,0,127,0,0,NA,NA,0,21,21,NA,NA,21,10,10,NA,10,NA
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,1024,1024,NA,31,993,0,0,NA,0,0,36,36,NA,19,17,1,1,NA,0,1,36,36,NA,0,36,25,25,NA,NA,25,0,0,NA,0,0,7,7,NA,NA,7,812,812,NA,0,812,75,75,NA,0,75,0,0,NA,NA,0,20,20,NA,NA,20,12,12,NA,12,NA
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,892,892,NA,31,861,0,0,NA,0,0,35,35,NA,21,14,0,0,NA,0,0,0,0,NA,0,0,21,21,NA,NA,21,0,0,NA,0,0,6,6,NA,NA,6,730,730,NA,0,730,69,69,NA,0,69,0,0,NA,NA,0,21,21,NA,NA,21,10,10,NA,10,NA
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,1380,1380,NA,31,1349,0,0,NA,0,0,36,36,NA,19,17,5,5,NA,0,5,36,36,NA,0,36,189,189,NA,NA,189,0,0,NA,0,0,7,7,NA,NA,7,822,822,NA,0,822,253,253,NA,0,253,0,0,NA,NA,0,20,20,NA,NA,20,12,12,NA,12,NA
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,1111,1111,NA,31,1080,0,0,NA,0,0,35,35,NA,21,14,5,5,NA,0,5,0,0,NA,0,0,194,194,NA,NA,194,0,0,NA,0,0,6,6,NA,NA,6,732,732,NA,0,732,108,108,NA,0,108,0,0,NA,NA,0,21,21,NA,NA,21,10,10,NA,10,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,119,119,NA,21,98,1,1,NA,0,1,8,8,NA,2,6,1,1,NA,0,1,26,26,NA,2,24,16,16,NA,NA,16,4,4,NA,NA,4,26,26,NA,NA,26,2,2,NA,0,2,11,11,NA,6,5,4,4,NA,NA,4,9,9,NA,NA,9,11,11,NA,11,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,44,44,NA,5,39,1,1,NA,0,1,6,6,NA,1,5,0,0,NA,0,0,0,0,NA,0,0,8,8,NA,NA,8,16,16,NA,0,16,4,4,NA,NA,4,1,1,NA,0,1,4,4,NA,0,4,0,0,NA,NA,0,0,0,NA,NA,0,4,4,NA,4,NA
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,358,358,NA,207,151,0,0,NA,0,0,48,48,NA,42,6,1,1,NA,0,1,159,159,NA,155,4,36,36,NA,NA,36,7,7,NA,0,7,6,6,NA,NA,6,17,17,NA,0,17,20,20,NA,10,10,54,54,NA,NA,54,10,10,NA,NA,10,0,0,NA,0,NA
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,307,307,NA,59,248,0,0,NA,0,0,41,41,NA,28,13,1,1,NA,0,1,31,31,NA,25,6,58,58,NA,NA,58,15,15,NA,0,15,17,17,NA,NA,17,22,22,NA,0,22,26,26,NA,6,20,74,74,NA,NA,74,22,22,NA,NA,22,0,0,NA,0,NA
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,17,17,NA,6,11,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,14,14,NA,6,8,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,8,8,NA,0,8,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,3,3,NA,0,3,5,5,NA,0,5,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,4119,4119,NA,933,3186,0,0,NA,0,0,25,25,NA,0,25,0,0,NA,0,0,487,487,NA,483,4,2665,2665,NA,NA,2665,2,2,NA,0,2,41,41,NA,NA,41,48,48,NA,0,48,587,587,NA,450,137,229,229,NA,NA,229,35,35,NA,NA,35,0,0,NA,0,NA
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,896,896,NA,346,550,37,37,NA,37,0,98,98,NA,94,4,15,15,NA,15,0,2,2,NA,0,2,298,298,NA,NA,298,23,23,NA,19,4,177,177,NA,NA,177,222,222,NA,181,41,2,2,NA,0,2,16,16,NA,NA,16,6,6,NA,NA,6,0,0,NA,0,NA
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,6,6,NA,0,6,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,152852,152852,NA,37289,115563,14878,14878,NA,4717,10161,9132,9132,NA,4006,5126,6965,6965,NA,4171,2794,17794,17794,NA,2597,15197,18905,18905,NA,NA,18905,10753,10753,NA,3104,7649,15828,15828,NA,NA,15828,23464,23464,NA,8953,14511,9836,9836,NA,3340,6496,8096,8096,NA,NA,8096,10800,10800,NA,NA,10800,6401,6401,NA,6401,NA
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,6352,6352,NA,3727,2625,611,611,NA,611,0,366,366,NA,0,366,711,711,NA,711,0,891,891,NA,891,0,1418,1418,NA,NA,1418,602,602,NA,602,0,518,518,NA,NA,518,894,894,NA,571,323,341,341,NA,341,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,862,862,NA,173,689,157,157,NA,70,87,0,0,NA,0,0,37,37,NA,25,12,13,13,NA,2,11,61,61,NA,NA,61,15,15,NA,13,2,52,52,NA,NA,52,82,82,NA,54,28,87,87,NA,4,83,145,145,NA,NA,145,208,208,NA,NA,208,5,5,NA,5,NA
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,3338,3338,NA,681,2657,580,580,NA,132,448,230,230,NA,118,112,116,116,NA,50,66,146,146,NA,33,113,270,270,NA,NA,270,116,116,NA,1,115,174,174,NA,NA,174,413,413,NA,242,171,165,165,NA,38,127,383,383,NA,NA,383,678,678,NA,NA,678,67,67,NA,67,NA
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,972,972,NA,147,825,109,109,NA,54,55,1,1,NA,0,1,28,28,NA,20,8,14,14,NA,1,13,78,78,NA,NA,78,13,13,NA,8,5,70,70,NA,NA,70,88,88,NA,49,39,40,40,NA,3,37,126,126,NA,NA,126,393,393,NA,NA,393,12,12,NA,12,NA
