Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,60290,60089,201,15866,44424,5284,5284,NA,1174,4110,5686,5686,NA,1605,4081,3669,3669,NA,383,3286,4811,4811,NA,360,4451,6465,6465,NA,NA,6465,2761,2761,NA,248,2513,3989,3989,NA,NA,3989,6909,6909,NA,1702,5207,4326,4326,NA,273,4053,2087,1886,201,17,2070,4199,4199,NA,NA,4199,10104,10104,NA,10104,NA
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,60473,60272,201,15989,44484,4981,4981,NA,845,4136,5698,5698,NA,1605,4093,3622,3622,NA,373,3249,4719,4719,NA,276,4443,6778,6778,NA,NA,6778,2838,2838,NA,246,2592,4157,4157,NA,NA,4157,6238,6238,NA,948,5290,4369,4369,NA,294,4075,2129,1928,201,16,2113,3558,3558,NA,NA,3558,11386,11386,NA,11386,NA
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,62433,62240,193,17081,45352,5236,5236,NA,1094,4142,5727,5727,NA,1605,4122,3700,3700,NA,373,3327,4713,4713,NA,270,4443,6657,6657,NA,NA,6657,2919,2919,NA,272,2647,4142,4142,NA,NA,4142,7094,7094,NA,1702,5392,4618,4618,NA,307,4311,2107,1914,193,28,2079,4090,4090,NA,NA,4090,11430,11430,NA,11430,NA
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,1822,1822,0,918,904,47,47,NA,0,47,43,43,NA,0,43,12,12,NA,0,12,0,0,NA,0,0,236,236,NA,NA,236,94,94,NA,0,94,193,193,NA,NA,193,109,109,NA,0,109,170,170,NA,0,170,0,0,0,0,0,0,0,NA,NA,0,918,918,NA,918,NA
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,201,201,0,0,201,4,4,NA,0,4,47,47,NA,0,47,0,0,NA,0,0,0,0,NA,0,0,7,7,NA,NA,7,45,45,NA,0,45,19,19,NA,NA,19,65,65,NA,0,65,0,0,NA,0,0,0,0,0,0,0,14,14,NA,NA,14,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,36723,36712,11,8680,28043,3668,3668,NA,432,3236,4107,4107,NA,1064,3043,2044,2044,NA,159,1885,3158,3158,NA,292,2866,3299,3299,NA,NA,3299,1890,1890,NA,0,1890,2873,2873,NA,NA,2873,3040,3040,NA,606,2434,2483,2483,NA,40,2443,1227,1216,11,3,1224,2850,2850,NA,NA,2850,6084,6084,NA,6084,NA
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,62637,62557,80,15530,47107,6183,6183,NA,1638,4545,6432,6432,NA,1491,4941,3939,3939,NA,461,3478,5423,5423,NA,445,4978,6171,6171,NA,NA,6171,2865,2865,NA,200,2665,4923,4923,NA,NA,4923,6126,6126,NA,934,5192,3935,3935,NA,228,3707,1623,1543,80,50,1573,4934,4934,NA,NA,4934,10083,10083,NA,10083,NA
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,67348,67267,81,17815,49533,6729,6729,NA,1892,4837,7105,7105,NA,1575,5530,3870,3870,NA,456,3414,5190,5190,NA,566,4624,6550,6550,NA,NA,6550,3039,3039,NA,188,2851,5134,5134,NA,NA,5134,8328,8328,NA,1934,6394,3778,3778,NA,159,3619,1646,1565,81,93,1553,5027,5027,NA,NA,5027,10952,10952,NA,10952,NA
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,3,3,0,1,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,7,7,0,0,7,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,4,4,NA,NA,4,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,20644,20640,4,5257,15387,2042,2042,NA,200,1842,2321,2321,NA,720,1601,1373,1373,NA,150,1223,1415,1415,NA,20,1395,2024,2024,NA,NA,2024,1011,1011,NA,62,949,1333,1333,NA,NA,1333,2228,2228,NA,606,1622,1538,1538,NA,221,1317,722,718,4,26,696,1385,1385,NA,NA,1385,3252,3252,NA,3252,NA
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,20528,20524,4,5188,15340,2042,2042,NA,200,1842,2316,2316,NA,720,1596,1371,1371,NA,150,1221,1415,1415,NA,20,1395,2008,2008,NA,NA,2008,1004,1004,NA,62,942,1335,1335,NA,NA,1335,2228,2228,NA,606,1622,1526,1526,NA,221,1305,711,707,4,20,691,1383,1383,NA,NA,1383,3189,3189,NA,3189,NA
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,17415,17415,0,2088,15327,1808,1808,NA,0,1808,1610,1610,NA,0,1610,1209,1209,NA,0,1209,1395,1395,NA,0,1395,1959,1959,NA,NA,1959,937,937,NA,0,937,1441,1441,NA,NA,1441,1625,1625,NA,0,1625,1302,1302,NA,0,1302,630,630,0,0,630,1411,1411,NA,NA,1411,2088,2088,NA,2088,NA
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,65336,65105,231,18921,46415,5230,5230,NA,706,4524,5620,5620,NA,1774,3846,3596,3596,NA,414,3182,4665,4665,NA,193,4472,7300,7300,NA,NA,7300,3160,3160,NA,576,2584,4170,4170,NA,NA,4170,6562,6562,NA,1170,5392,4639,4639,NA,297,4342,2110,1879,231,33,2077,4526,4526,NA,NA,4526,13758,13758,NA,13758,NA
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,42114,42009,105,8839,33275,3057,3057,NA,616,2441,4145,4145,NA,1192,2953,3314,3314,NA,278,3036,2669,2669,NA,236,2433,3593,3593,NA,NA,3593,2433,2433,NA,521,1912,3582,3582,NA,NA,3582,5341,5341,NA,409,4932,3152,3152,NA,158,2994,1338,1233,105,10,1328,4071,4071,NA,NA,4071,5419,5419,NA,5419,NA
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,42557,42557,0,8731,33826,2948,2948,NA,468,2480,2795,2795,NA,0,2795,2942,2942,NA,286,2656,2810,2810,NA,0,2810,3262,3262,NA,NA,3262,1901,1901,NA,475,1426,3066,3066,NA,NA,3066,5631,5631,NA,608,5023,4320,4320,NA,64,4256,1331,1331,0,13,1318,4734,4734,NA,NA,4734,6817,6817,NA,6817,NA
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,446,446,NA,33,413,32,32,NA,0,32,5,5,NA,0,5,0,0,NA,NA,0,0,0,NA,0,0,41,41,NA,NA,41,2,2,NA,0,2,30,30,NA,NA,30,230,230,NA,NA,230,22,22,NA,11,11,22,22,NA,22,0,62,62,NA,NA,62,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,44150,44150,0,489,43661,1171,1171,NA,0,1171,2013,2013,NA,0,2013,2372,2372,NA,104,2268,3839,3839,NA,0,3839,2369,2369,NA,NA,2369,4095,4095,NA,0,4095,5092,5092,NA,NA,5092,12677,12677,NA,0,12677,2775,2775,NA,100,2675,3690,3690,0,63,3627,3835,3835,NA,NA,3835,222,222,NA,222,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,4984,4984,0,51,4933,3,3,NA,0,3,84,84,NA,0,84,5,5,NA,0,5,0,0,NA,0,0,494,494,NA,NA,494,1432,1432,NA,0,1432,2,2,NA,NA,2,7,7,NA,0,7,1530,1530,NA,0,1530,792,792,0,5,787,589,589,NA,NA,589,46,46,NA,46,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,345,345,0,2,343,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,345,345,0,2,343,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,79,79,0,0,79,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,77,77,0,0,77,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,142,142,0,2,140,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,142,142,0,2,140,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,48,48,0,0,48,6,6,NA,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,41,41,0,0,41,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,7,7,0,0,7,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,7,7,0,0,7,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,44,44,0,3,41,4,4,NA,0,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,34,34,0,0,34,0,0,NA,NA,0,3,3,NA,3,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,5,5,0,0,5,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,5,5,0,0,5,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,437,437,0,149,288,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,14,14,NA,NA,14,4,4,NA,0,4,31,31,NA,NA,31,10,10,NA,0,10,0,0,NA,0,0,292,292,0,63,229,0,0,NA,NA,0,86,86,NA,86,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,261,261,0,51,210,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,18,18,NA,NA,18,0,0,NA,0,0,0,0,NA,0,0,192,192,0,0,192,0,0,NA,NA,0,51,51,NA,51,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,280,280,0,0,280,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,14,14,NA,NA,14,0,0,NA,0,0,0,0,NA,0,0,264,264,0,0,264,0,0,NA,NA,0,0,0,NA,0,NA
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,98,98,0,6,92,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,97,97,0,5,92,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,256524,256524,NA,24703,231821,19901,19901,NA,2028,17873,27195,27195,NA,2251,24944,18212,18212,NA,5117,13095,29563,29563,NA,3134,26429,46318,46318,NA,NA,46318,15608,15608,NA,3386,12222,19609,19609,NA,NA,19609,30523,30523,NA,5499,25024,15647,15647,NA,3185,12462,14197,14197,NA,103,14094,19751,19751,NA,NA,19751,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,9,9,NA,1,8,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,2,2,NA,NA,2,1,1,NA,0,1,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,1,2,1,1,NA,NA,1,0,0,NA,0,NA
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,19954,19954,NA,0,19954,46,46,NA,0,46,0,0,NA,0,0,120,120,NA,0,120,14757,14757,NA,0,14757,35,35,NA,NA,35,0,0,NA,0,0,145,145,NA,NA,145,368,368,NA,0,368,1850,1850,NA,0,1850,1941,1941,NA,NA,1941,692,692,NA,NA,692,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,3,3,NA,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,212,212,NA,0,212,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,85,85,NA,NA,85,0,0,NA,0,0,0,0,NA,0,0,126,126,NA,NA,126,0,0,NA,NA,0,0,0,NA,0,NA
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,669,669,NA,0,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,669,669,NA,NA,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,7,7,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,2,2,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,12173,12173,NA,619,11554,476,476,NA,182,294,786,786,NA,412,374,248,248,NA,0,248,405,405,NA,0,405,1406,1406,NA,NA,1406,0,0,NA,0,0,1460,1460,NA,NA,1460,1831,1831,NA,0,1831,3915,3915,NA,0,3915,1363,1363,NA,NA,1363,258,258,NA,NA,258,25,25,NA,25,NA
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,8552,8552,NA,582,7970,313,313,NA,159,154,721,721,NA,403,318,246,246,NA,0,246,290,290,NA,0,290,1378,1378,NA,NA,1378,0,0,NA,0,0,814,814,NA,NA,814,1895,1895,NA,0,1895,1521,1521,NA,0,1521,1313,1313,NA,NA,1313,41,41,NA,NA,41,20,20,NA,20,NA
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,7363,7363,NA,475,6888,232,232,NA,74,158,638,638,NA,378,260,192,192,NA,0,192,148,148,NA,0,148,714,714,NA,NA,714,0,0,NA,0,0,793,793,NA,NA,793,1727,1727,NA,0,1727,1846,1846,NA,0,1846,792,792,NA,NA,792,258,258,NA,NA,258,23,23,NA,23,NA
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,4777,4777,NA,497,4280,211,211,NA,74,137,604,604,NA,403,201,202,202,NA,0,202,68,68,NA,0,68,680,680,NA,NA,680,0,0,NA,0,0,137,137,NA,NA,137,1796,1796,NA,0,1796,238,238,NA,0,238,780,780,NA,NA,780,41,41,NA,NA,41,20,20,NA,20,NA
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,9772,9772,NA,568,9204,492,492,NA,167,325,747,747,NA,378,369,218,218,NA,0,218,161,161,NA,0,161,803,803,NA,NA,803,0,0,NA,0,0,539,539,NA,NA,539,1789,1789,NA,0,1789,3900,3900,NA,0,3900,842,842,NA,NA,842,258,258,NA,NA,258,23,23,NA,23,NA
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,6397,6397,NA,582,5815,313,313,NA,159,154,701,701,NA,403,298,215,215,NA,0,215,68,68,NA,0,68,819,819,NA,NA,819,0,0,NA,0,0,93,93,NA,NA,93,1842,1842,NA,0,1842,1533,1533,NA,0,1533,752,752,NA,NA,752,41,41,NA,NA,41,20,20,NA,20,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,1592,1592,NA,286,1306,93,93,NA,31,62,139,139,NA,51,88,160,160,NA,8,152,182,182,NA,16,166,198,198,NA,NA,198,119,119,NA,31,88,127,127,NA,NA,127,9,9,NA,0,9,41,41,NA,15,26,331,331,NA,43,288,102,102,NA,NA,102,91,91,NA,91,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,455,455,NA,79,376,23,23,NA,8,15,75,75,NA,51,24,3,3,NA,2,1,12,12,NA,0,12,35,35,NA,NA,35,38,38,NA,0,38,29,29,NA,NA,29,8,8,NA,0,8,13,13,NA,0,13,175,175,NA,2,173,28,28,NA,NA,28,16,16,NA,16,NA
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,16718,16718,NA,2517,14201,170,170,NA,10,160,2583,2583,NA,284,2299,26,26,NA,7,19,1826,1826,NA,1620,206,749,749,NA,NA,749,57,57,NA,0,57,313,313,NA,NA,313,815,815,NA,319,496,106,106,NA,10,96,9974,9974,NA,267,9707,99,99,NA,NA,99,0,0,NA,0,NA
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,16261,16261,NA,1580,14681,127,127,NA,14,113,274,274,NA,216,58,37,37,NA,7,30,658,658,NA,362,296,491,491,NA,NA,491,147,147,NA,0,147,456,456,NA,NA,456,796,796,NA,153,643,84,84,NA,6,78,12976,12976,NA,819,12157,212,212,NA,NA,212,3,3,NA,3,NA
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,32,32,NA,6,26,8,8,NA,0,8,0,0,NA,0,0,6,6,NA,6,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,9,9,NA,NA,9,5,5,NA,0,5,3,3,NA,0,3,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,181,181,NA,52,129,3,3,NA,0,3,2,2,NA,0,2,1,1,NA,1,0,0,0,NA,0,0,37,37,NA,NA,37,2,2,NA,0,2,54,54,NA,NA,54,53,53,NA,45,8,25,25,NA,6,19,1,1,NA,0,1,3,3,NA,NA,3,0,0,NA,0,NA
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,10361,10361,NA,1,10360,18,18,NA,1,17,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,5,5,NA,NA,5,9,9,NA,0,9,13,13,NA,0,13,10315,10315,NA,0,10315,1,1,NA,NA,1,0,0,NA,0,NA
